customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_rate,CLTV,ChurnReason,Count,Country,State,City,ZipCode,LatLong,Latitude,Longitude,Age,Under30,Married,ReferredaFriend,NumberofReferrals,Offer,AvgMonthlyLongDistanceCharges,AvgMonthlyGBDownload,StreamingMusic,PremiumTechSupport,UnlimitedData,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore,CustomerStatus,ChurnCategory
6029-CSMJE,Male,0,No,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,No,0,3090,,1,United States,California,Forest Ranch,95942,"40.077028, -121.494168",40.077028,-121.494168,63,No,No,No,0,None,0,11,No,No,Yes,0,0,0,440.2,3,Stayed,0
7993-NQLJE,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,No,0,4634,,1,United States,California,Glenn,95943,"39.597975, -122.032248",39.597975,-122.032248,39,No,Yes,Yes,7,None,32.73,17,No,No,Yes,0,0,490.95,1642.5,4,Stayed,0
9909-DFRJA,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,No,0,3834,,1,United States,California,Goodyears Bar,95944,"39.564113, -120.868836",39.564113,-120.868836,60,No,No,No,0,Offer C,40.14,4,Yes,Yes,Yes,0,0,1043.64,3518.99,3,Stayed,0
9099-FTUHS,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.4,1249.25,No,0,2989,,1,United States,California,Grass Valley,95945,"39.194539, -120.988066",39.194539,-120.988066,40,No,No,No,0,None,48.63,11,No,No,Yes,0,0,1118.49,2367.74,3,Stayed,0
0581-BXBUB,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,No,0,4503,,1,United States,California,Penn Valley,95946,"39.203817, -121.19584",39.203817,-121.19584,76,No,No,No,0,None,35.67,8,No,No,Yes,0,0,142.68,460.43,4,Stayed,0
4962-CHQPW,Male,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,535.05,No,0,2941,,1,United States,California,Greenville,95947,"40.160386, -120.835428",40.160386,-120.835428,54,No,No,No,0,Offer C,2,0,No,No,No,0,0,58,593.05,4,Stayed,0
9467-ROOLM,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,No,0,2692,,1,United States,California,Gridley,95948,"39.346898, -121.759537",39.346898,-121.759537,50,No,No,No,0,Offer C,30.28,0,No,No,No,0,0,757,1218.3,5,Stayed,0
5150-ITWWB,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,No,0,4496,,1,United States,California,Hamilton City,95951,"39.732767, -122.042298",39.732767,-122.042298,65,No,No,No,0,Offer E,37.78,28,Yes,No,Yes,0,0,113.34,449.09,4,Joined,0
2253-KPMNB,Female,0,Yes,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4,No,0,4180,,1,United States,California,Live Oak,95953,"39.258746, -121.77697",39.258746,-121.77697,29,Yes,Yes,Yes,10,None,0,69,No,Yes,Yes,0,0,0,3121.4,4,Stayed,0
1345-ZUKID,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,324.8,No,0,2400,,1,United States,California,Magalia,95954,"39.933852, -121.584371",39.933852,-121.584371,24,Yes,No,No,0,Offer D,26.02,0,No,No,No,0,0,364.28,689.08,3,Stayed,0
6429-SHBCB,Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,No,0,3349,,1,United States,California,Maxwell,95955,"39.281194, -122.226568",39.281194,-122.226568,54,No,No,No,0,Offer D,13.76,4,Yes,No,Yes,0,0,261.44,1655.99,4,Stayed,0
9281-OFDMF,Male,1,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.7,3413.25,No,0,5028,,1,United States,California,Meadow Valley,95956,"39.937017, -121.058043",39.937017,-121.058043,76,No,No,No,0,None,20.06,3,Yes,No,Yes,0,0,782.34,4195.59,4,Stayed,0
2603-HVKCG,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,No,0,2025,,1,United States,California,Meridian,95957,"39.068071, -121.832638",39.068071,-121.832638,20,Yes,No,No,0,Offer C,19.38,76,Yes,No,Yes,0,0,600.78,3744.43,4,Stayed,0
1834-WULEG,Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,439.75,No,0,3000,,1,United States,California,Nevada City,95959,"39.333737, -120.858667",39.333737,-120.858667,61,No,Yes,Yes,5,Offer C,40.81,0,No,No,No,0,0,979.44,1419.19,4,Stayed,0
9097-ZUBYC,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,No,0,2168,,1,United States,California,North San Juan,95960,"39.423046, -120.984472",39.423046,-120.984472,39,No,Yes,Yes,4,Offer D,21.34,24,No,Yes,Yes,0,0,298.76,963.16,5,Stayed,0
5148-ORICT,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55,No,0,4781,,1,United States,California,Olivehurst,95961,"39.082568, -121.55325",39.082568,-121.55325,23,Yes,Yes,Yes,2,None,18.03,42,Yes,Yes,Yes,0,0,1153.92,5913.47,3,Stayed,0
4893-GYUJU,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.35,1033,No,0,5247,,1,United States,California,Oregon House,95962,"39.342587, -121.249833",39.342587,-121.249833,29,Yes,No,No,0,None,17.88,0,No,No,No,29.5,0,894,1897.5,3,Stayed,0
4578-PHJYZ,Male,0,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.75,3482.85,No,0,4172,,1,United States,California,Orland,95963,"39.748037, -122.302169",39.748037,-122.302169,45,No,Yes,Yes,9,None,5.51,19,No,Yes,Yes,16.86,0,286.52,3752.51,3,Stayed,0
7272-QDCKA,Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,No,0,5137,,1,United States,California,Oroville,95965,"39.624561, -121.552866",39.624561,-121.552866,31,No,No,No,0,Offer C,12.36,13,Yes,No,Yes,42.64,0,346.08,2991.89,3,Stayed,0
8908-SLFCJ,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.85,435.25,No,0,5422,,1,United States,California,Oroville,95966,"39.473896, -121.415927",39.473896,-121.415927,40,No,No,No,0,Offer D,22.29,0,No,No,No,1.31,0,468.09,902.03,3,Stayed,0
9766-HGEDE,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,307,No,0,2185,,1,United States,California,Paradise,95969,"39.69676, -121.644379",39.69676,-121.644379,33,No,Yes,Yes,3,Offer D,1.64,0,No,No,No,10.57,0,27.88,324.31,5,Stayed,0
6968-MHOMU,Male,0,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45,2689.35,No,0,5006,,1,United States,California,Princeton,95970,"39.424957, -122.039307",39.424957,-122.039307,53,No,Yes,No,0,None,0,23,Yes,No,Yes,0,0,0,2689.35,3,Stayed,0
5044-XDPYX,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1281.25,No,0,5447,,1,United States,California,Chico,95973,"39.903272, -121.843567",39.903272,-121.843567,59,No,Yes,Yes,7,None,20.47,0,No,No,No,0,0,1043.97,2325.22,5,Stayed,0
1814-WFGVS,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,3527,No,0,5415,,1,United States,California,Richvale,95974,"39.495768, -121.747472",39.495768,-121.747472,53,No,Yes,Yes,3,None,0,53,No,Yes,Yes,34.44,0,0,3492.56,3,Stayed,0
3721-WKIIL,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,561.15,No,0,2896,,1,United States,California,Smartville,95977,"39.176595, -121.291692",39.176595,-121.291692,62,No,No,No,0,None,15.41,0,No,No,No,13.07,0,416.07,964.15,5,Stayed,0
6734-CKRSM,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20,63.6,No,0,4258,,1,United States,California,Stirling City,95978,"39.904002, -121.527823",39.904002,-121.527823,38,No,No,No,0,None,40.2,0,No,No,No,0,0,120.6,184.2,3,Joined,0
1265-ZFOSD,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,No,0,5254,,1,United States,California,Stonyford,95979,"39.288127, -122.415841",39.288127,-122.415841,33,No,Yes,Yes,6,None,16.61,4,Yes,Yes,Yes,22.34,0,1063.04,6170,4,Stayed,0
6568-POCUI,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,No,0,3363,,1,United States,California,Strawberry Valley,95981,"39.58458, -121.093256",39.58458,-121.093256,51,No,Yes,Yes,3,None,48.02,18,Yes,Yes,No,43.95,50,2160.9,6452.75,5,Stayed,0
5197-LQXXH,Female,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,No,0,4264,,1,United States,California,Taylorsville,95983,"40.053684, -120.743116",40.053684,-120.743116,56,No,Yes,Yes,9,None,13.41,18,Yes,Yes,Yes,37.44,0,952.11,6809.17,4,Stayed,0
3457-PQBYH,Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1160.75,No,0,4424,,1,United States,California,Washington,95986,"39.34128, -120.786867",39.34128,-120.786867,35,No,Yes,Yes,6,None,17.21,0,No,No,No,25.57,0,998.18,2133.36,3,Stayed,0
7682-AZNDK,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,No,0,3096,,1,United States,California,Williams,95987,"39.117537, -122.284654",39.117537,-122.284654,25,Yes,Yes,Yes,5,None,18.36,85,No,No,Yes,14.93,0,624.24,3701.06,5,Stayed,0
5384-ZTTWP,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,272.95,No,0,4167,,1,United States,California,Yuba City,95991,"39.02741, -121.614982",39.02741,-121.614982,49,No,Yes,Yes,4,Offer D,17.43,0,No,No,No,18.55,0,261.45,515.85,4,Stayed,0
3745-HRPHI,Male,0,Yes,Yes,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632,No,0,4051,,1,United States,California,Yuba City,95993,"39.075694, -121.70606",39.075694,-121.70606,49,No,Yes,No,0,None,0,28,Yes,Yes,Yes,46.75,0,0,3585.25,5,Stayed,0
7636-OWBPG,Male,1,No,No,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,No,0,3606,,1,United States,California,Redding,96001,"40.587919, -122.464732",40.587919,-122.464732,79,No,No,No,0,None,0,4,No,No,Yes,38.98,0,0,342.22,3,Stayed,0
1231-YNDEK,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.15,1035.5,No,0,6339,,1,United States,California,Redding,96002,"40.527834, -122.318749",40.527834,-122.318749,49,No,No,No,0,None,29.31,0,No,No,No,28.7,0,1699.98,2706.78,5,Stayed,0
1407-DIGZV,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,52,No,0,3863,,1,United States,California,Redding,96003,"40.677649, -122.29467",40.677649,-122.29467,32,No,Yes,Yes,9,None,45.33,0,No,No,No,0,0,135.99,187.99,5,Joined,0
0570-BFQHT,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,No,0,3581,,1,United States,California,Anderson,96007,"40.448632, -122.306657",40.448632,-122.306657,38,No,No,No,0,None,32.57,13,No,No,Yes,2.28,0,293.13,944.75,3,Stayed,0
4393-OBCRR,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,71.2,No,0,4331,,1,United States,California,Bella Vista,96008,"40.722733, -122.109666",40.722733,-122.109666,60,No,No,No,0,None,1.47,0,No,No,No,0,0,4.41,75.61,3,Joined,0
8564-LDKFL,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106,4178.65,No,0,5118,,1,United States,California,Big Bar,96010,"40.775272, -123.287414",40.775272,-123.287414,37,No,Yes,Yes,1,Offer B,29.46,28,Yes,No,Yes,47.02,0,1178.4,5310.03,5,Stayed,0
3696-DFHHB,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.5,1821.8,No,0,5182,,1,United States,California,Big Bend,96011,"41.096569, -121.879082",41.096569,-121.879082,50,No,No,No,0,None,9.82,0,No,No,No,16.85,0,667.76,2472.71,5,Stayed,0
4717-GHADL,Female,0,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,No,0,5592,,1,United States,California,Callahan,96014,"41.388397, -122.794636",41.388397,-122.794636,39,No,No,No,0,Offer B,48.45,14,Yes,Yes,Yes,0,0,2422.5,6446.7,4,Stayed,0
5501-TVMGM,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,No,0,3255,,1,United States,California,Canby,96015,"41.486953, -120.913975",41.486953,-120.913975,21,Yes,No,No,0,None,39.19,69,Yes,No,No,0,60,39.19,154.44,5,Joined,0
5879-HMFFH,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,No,0,6247,,1,United States,California,Cassel,96016,"40.936285, -121.572692",40.936285,-121.572692,49,No,Yes,Yes,1,None,38.28,24,Yes,Yes,Yes,29.11,0,2756.16,9247.85,4,Stayed,0
6772-WFQRD,Male,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.4,854.9,No,0,3200,,1,United States,California,Castella,96017,"41.121108, -122.336613",41.121108,-122.336613,58,No,No,No,0,Offer B,26.41,0,No,No,No,32.55,0,1056.4,1878.75,5,Stayed,0
3810-DVDQQ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,No,0,6173,,1,United States,California,Shasta Lake,96019,"40.692523, -122.369876",40.692523,-122.369876,28,Yes,Yes,Yes,10,None,47.02,48,Yes,Yes,Yes,5.44,0,3385.44,11688.9,3,Stayed,0
6972-SNKKW,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20,109.2,No,0,3142,,1,United States,California,Chester,96020,"40.243494, -121.154733",40.243494,-121.154733,60,No,No,No,0,None,47.46,0,No,No,No,0,0,284.76,393.96,3,Stayed,0
3694-GLTJM,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,No,0,2878,,1,United States,California,Corning,96021,"39.913777, -122.289984",39.913777,-122.289984,62,No,No,No,0,None,41.93,0,No,No,No,0,0,209.65,301.7,3,Stayed,0
8550-XSXUQ,Male,0,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,No,0,3997,,1,United States,California,Cottonwood,96022,"40.336392, -122.448533",40.336392,-122.448533,41,No,Yes,Yes,7,Offer B,38.82,8,Yes,No,Yes,0,0,1863.36,5283.86,4,Stayed,0
9055-MOJJJ,Female,0,Yes,Yes,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,65.8,4068,No,0,4754,,1,United States,California,Douglas City,96024,"40.586588, -122.903677",40.586588,-122.903677,39,No,Yes,Yes,5,Offer B,26.7,17,No,Yes,No,27.79,20,1708.8,5769.01,3,Stayed,0
4359-INNWN,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,No,0,4828,,1,United States,California,Dunsmuir,96025,"41.212695, -122.392067",41.212695,-122.392067,63,No,No,No,0,Offer D,3.84,0,No,No,No,43.68,0,65.28,359.5,4,Stayed,0
0585-EGDDA,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80,3168.75,No,0,2478,,1,United States,California,Etna,96027,"41.405193, -123.008567",41.405193,-123.008567,41,No,Yes,Yes,8,Offer B,39.22,27,No,No,Yes,41.74,0,1568.8,4695.81,3,Stayed,0
4032-RMHCI,Female,0,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,1412.4,No,0,4375,,1,United States,California,Fall River Mills,96028,"41.017282, -121.468945",41.017282,-121.468945,37,No,Yes,Yes,1,Offer B,0,16,No,No,Yes,0,0,0,1412.4,4,Stayed,0
0549-CYCQN,Male,1,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,No,0,4673,,1,United States,California,Flournoy,96029,"39.84784, -122.544556",39.84784,-122.544556,69,No,No,No,0,None,24.92,11,No,No,Yes,16.73,0,1270.92,5228.89,5,Stayed,0
3481-JHUZH,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,3439,No,0,5757,,1,United States,California,Forks Of Salmon,96031,"41.232128, -123.194748",41.232128,-123.194748,36,No,Yes,Yes,10,Offer B,39.39,3,No,No,Yes,2.18,0,1614.99,5051.81,5,Stayed,0
3594-IVHJZ,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,42.45,No,0,2606,,1,United States,California,French Gulch,96033,"40.740138, -122.587476",40.740138,-122.587476,31,No,No,No,0,None,47.19,0,No,No,No,0,0,94.38,136.83,5,Joined,0
6869-FGJJC,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),79.6,5461.45,No,0,5210,,1,United States,California,Gazelle,96034,"41.411315, -122.697236",41.411315,-122.697236,50,No,No,No,0,None,18.53,21,No,No,No,3.26,10,1260.04,6728.23,4,Stayed,0
3896-ZVNET,Female,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.7,571.75,No,0,5302,,1,United States,California,Gerber,96035,"40.03194, -122.176023",40.03194,-122.176023,42,No,Yes,Yes,7,None,20.74,0,No,No,No,0,0,497.76,1069.51,3,Stayed,0
8205-VSLRB,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.3,5498.2,No,0,6252,,1,United States,California,Greenview,96037,"41.528541, -122.955018",41.528541,-122.955018,22,Yes,Yes,Yes,2,None,4.8,41,Yes,Yes,Yes,26.87,0,336,5807.33,3,Stayed,0
5960-MVTUK,Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.75,96.85,No,0,3425,,1,United States,California,Grenada,96038,"41.599978, -122.539381",41.599978,-122.539381,58,No,No,No,0,Offer E,0,18,No,Yes,Yes,0,0,0,96.85,3,Joined,0
6817-WTYHE,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.9,111.05,No,0,4370,,1,United States,California,Happy Camp,96039,"41.831901, -123.487478",41.831901,-123.487478,56,No,No,No,0,None,5.08,17,No,No,Yes,0,0,10.16,121.21,4,Joined,0
3082-VQXNH,Male,0,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.8,94.4,No,0,5614,,1,United States,California,Hat Creek,96040,"40.789799, -121.474529",40.789799,-121.474529,62,No,Yes,Yes,1,Offer E,0,4,No,No,Yes,0,0,0,94.4,3,Joined,0
4931-TRZWN,Female,0,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.95,923.85,No,0,3605,,1,United States,California,Hornbrook,96044,"41.962127, -122.527696",41.962127,-122.527696,54,No,No,No,0,Offer D,10.66,5,Yes,No,Yes,10.47,0,138.58,1051.96,3,Stayed,0
0750-EKNGL,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,141.1,No,0,4476,,1,United States,California,Hyampom,96046,"40.648024, -123.465088",40.648024,-123.465088,44,No,No,No,0,Offer E,47.19,0,No,No,No,0,0,330.33,471.43,5,Stayed,0
7669-LCRSD,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,No,0,2047,,1,United States,California,Igo,96047,"40.524535, -122.647172",40.524535,-122.647172,49,No,Yes,Yes,5,Offer D,17.27,29,No,No,Yes,0,0,207.24,835.89,3,Stayed,0
3567-PQTSO,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,No,0,6365,,1,United States,California,Junction City,96048,"40.913192, -123.06597",40.913192,-123.06597,40,No,Yes,Yes,7,Offer B,3.78,27,Yes,No,Yes,0,0,200.34,5776.64,3,Stayed,0
8043-PNYSD,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1245.6,No,0,6002,,1,United States,California,Lakehead,96051,"40.883853, -122.418258",40.883853,-122.418258,48,No,Yes,Yes,4,Offer B,10.67,0,No,No,No,0,0,672.21,1917.81,5,Stayed,0
9938-EKRGF,Female,0,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.45,1287.85,No,0,4653,,1,United States,California,Lewiston,96052,"40.704293, -122.803899",40.704293,-122.803899,58,No,No,No,0,Offer D,8.97,2,Yes,Yes,Yes,0,0,134.55,1422.4,3,Stayed,0
2703-AMTUL,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,53.65,1939.35,No,0,4113,,1,United States,California,Lookout,96054,"41.280478, -121.160249",41.280478,-121.160249,40,No,Yes,Yes,2,None,8,19,No,No,Yes,0,0,288,2227.35,4,Stayed,0
0928-JMXNP,Male,1,Yes,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.9,118.25,No,0,2914,,1,United States,California,Los Molinos,96055,"40.059385, -122.091481",40.059385,-122.091481,78,No,Yes,Yes,3,Offer E,0,5,No,No,Yes,0,0,0,118.25,4,Stayed,0
8173-RXAYP,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,No,0,4642,,1,United States,California,Mcarthur,96056,"41.10831, -121.360362",41.10831,-121.360362,51,No,Yes,Yes,8,None,30.41,0,No,No,No,0,0,729.84,1182.39,4,Stayed,0
4825-XJGDM,Female,0,No,No,61,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),43.7,2696.55,No,0,4051,,1,United States,California,Mccloud,96057,"41.251322, -122.105209",41.251322,-122.105209,59,No,No,No,0,Offer B,0,8,No,Yes,Yes,0,0,0,2696.55,4,Stayed,0
5402-HTOTQ,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,No,0,3771,,1,United States,California,Macdoel,96058,"41.769709, -121.92063",41.769709,-121.92063,43,No,No,No,0,None,5.79,4,No,No,Yes,0,0,92.64,967.99,5,Stayed,0
6734-JDTTV,Male,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.85,1267.05,No,0,6009,,1,United States,California,Manton,96059,"40.426679, -121.850421",40.426679,-121.850421,55,No,Yes,Yes,5,Offer B,33.47,0,No,No,No,0,0,2175.55,3442.6,3,Stayed,0
7850-THJMU,Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,494.9,No,0,4184,,1,United States,California,Mill Creek,96061,"40.331975, -121.460674",40.331975,-121.460674,40,No,Yes,Yes,4,None,12.71,0,No,No,No,0,0,330.46,825.36,4,Stayed,0
3890-RTCMS,Male,0,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.45,799,No,0,3446,,1,United States,California,Millville,96062,"40.531257, -122.148139",40.531257,-122.148139,29,Yes,No,No,0,None,48.45,59,No,Yes,Yes,0,0,775.2,1574.2,4,Stayed,0
3717-FDJFU,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,No,0,3353,,1,United States,California,Montgomery Creek,96065,"40.877552, -121.885884",40.877552,-121.885884,19,Yes,No,No,0,Offer E,29.15,0,No,No,No,0,0,145.75,252.65,3,Stayed,0
3665-JATSN,Female,0,No,No,19,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,710.05,No,0,4034,,1,United States,California,Mount Shasta,96067,"41.33832, -122.290756",41.33832,-122.290756,19,Yes,No,No,0,None,0,59,Yes,No,No,0,110,0,820.05,5,Stayed,0
