State Code,Claim Amount,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
KS,291.1923334,Basic,Bachelor,Employed,F,20327,Suburban,Married,74,26,44,0,1,Personal L1,Scratch/Dent,Web,824.254866,Four-Door Car,Medsize
IA,1008.348688,Extended,High School or Below,Retired,F,11828,Suburban,Divorced,90,18,84,0,2,Personal L2,Collision,Agent,571.479602,Four-Door Car,Large
NE,570.4977144,Basic,Doctor,Employed,M,50695,Rural,Married,71,31,30,0,5,Personal L3,Collision,Call Center,110.567069,Two-Door Car,Large
OK,766.4809240000002,Premium,High School or Below,Unemployed,M,0,Suburban,Single,107,14,90,0,3,Personal L3,Collision,Agent,770.4,Four-Door Car,Medsize
IA,490.9027487,Basic,High School or Below,Employed,M,98693,Suburban,Married,61,7,57,0,3,Personal L2,Hail,Agent,292.8,Four-Door Car,Small
IA,547.0060561,Extended,Bachelor,Employed,F,54507,Suburban,Married,138,20,11,0,1,Personal L3,Hail,Agent,702.990032,SUV,Medsize
OK,506.7002561000001,Extended,College,Employed,M,89703,Urban,Married,126,6,54,0,1,Personal L1,Other,Branch,601.983113,SUV,Medsize
KS,489.6271406,Basic,College,Unemployed,F,0,Suburban,Single,71,9,6,0,3,Personal L3,Hail,Agent,421.147532,Four-Door Car,Large
MO,457.2041785,Basic,Bachelor,Unemployed,M,0,Suburban,Married,67,19,82,1,3,Personal L2,Collision,Agent,357.14996,Two-Door Car,Small
IA,823.7376444,Basic,College,Employed,M,70882,Rural,Married,69,20,50,0,2,Personal L3,Collision,Agent,124.380223,Four-Door Car,Medsize
OK,396.4730745,Premium,Bachelor,Employed,F,60817,Suburban,Single,103,3,79,1,1,Personal L2,Hail,Web,494.4,Four-Door Car,Medsize
OK,1090.122525,Extended,Bachelor,Employed,M,72257,Urban,Divorced,90,28,61,0,2,Personal L3,Scratch/Dent,Branch,408.415481,Four-Door Car,Medsize
MO,1630.429777,Extended,Doctor,Employed,M,90008,Urban,Single,137,13,3,0,2,Personal L3,Hail,Web,406.986034,SUV,Medsize
OK,261.9478929,Basic,High School or Below,Employed,F,93987,Urban,Single,65,9,1,0,1,Personal L2,Hail,Branch,251.321448,Two-Door Car,Medsize
IA,1402.435839,Premium,High School or Below,Employed,F,81872,Rural,Married,115,10,55,0,2,Personal L2,Hail,Web,256.43803,Four-Door Car,Medsize
OK,2432.064401,Basic,Bachelor,Employed,F,60221,Urban,Married,67,3,17,0,2,Personal L1,Scratch/Dent,Agent,238.561687,Four-Door Car,Medsize
NE,2424.933685,Basic,Bachelor,Employed,F,33651,Urban,Married,69,21,37,1,2,Personal L2,Collision,Call Center,328.65413,Four-Door Car,Medsize
MO,2086.430762,Basic,College,Unemployed,F,0,Urban,Married,61,22,94,0,2,Special L3,Collision,Branch,216.08671,Four-Door Car,Medsize
IA,882.3852473,Basic,High School or Below,Employed,M,75741,Rural,Married,109,31,59,0,7,Corporate L3,Scratch/Dent,Agent,217.188864,SUV,Small
NE,761.0203455,Extended,Master,Employed,M,38086,Urban,Married,96,17,10,0,7,Personal L3,Other,Agent,243.23774100000003,Two-Door Car,Medsize
MO,748.6171897999999,Basic,High School or Below,Employed,F,38725,Suburban,Single,64,12,58,0,2,Corporate L1,Collision,Agent,307.2,Two-Door Car,Medsize
OK,876.3449964,Extended,High School or Below,Disabled,M,20132,Suburban,Divorced,86,5,61,3,2,Corporate L3,Collision,Branch,412.8,Four-Door Car,Small
NE,2738.615024,Basic,Master,Unemployed,M,0,Urban,Married,105,0,47,0,2,Personal L1,Scratch/Dent,Agent,451.13986,Sports Car,Medsize
IA,1112.162179,Basic,High School or Below,Employed,M,44299,Suburban,Divorced,106,25,76,5,2,Personal L1,Collision,Call Center,754.260616,SUV,Medsize
NE,565.7685223,Extended,High School or Below,Employed,M,98917,Rural,Married,139,18,21,0,1,Corporate L1,Collision,Agent,336.612234,Sports Car,Medsize
MO,1893.853677,Basic,College,Employed,F,91535,Rural,Married,67,35,13,1,2,Personal L3,Collision,Agent,126.634634,Four-Door Car,Large
KS,1386.583107,Basic,College,Employed,F,53484,Urban,Divorced,70,12,12,0,2,Corporate L3,Collision,Branch,333.051529,Two-Door Car,Medsize
IA,818.891743,Basic,Doctor,Employed,M,45318,Suburban,Married,103,17,27,0,8,Personal L2,Hail,Call Center,494.4,SUV,Large
IA,562.6530435,Basic,Bachelor,Employed,F,46897,Suburban,Married,70,16,47,0,3,Personal L2,Other,Branch,344.377218,Four-Door Car,Small
NE,320.8919835,Extended,Master,Employed,F,40135,Rural,Married,80,29,70,0,1,Personal L2,Collision,Agent,78.008093,Four-Door Car,Medsize
NE,528.2543094,Basic,College,Employed,M,38606,Suburban,Single,68,16,99,0,3,Personal L3,Collision,Branch,413.288851,Four-Door Car,Medsize
IA,869.6710699999999,Basic,Bachelor,Employed,F,56550,Rural,Married,73,22,41,3,2,Corporate L1,Scratch/Dent,Agent,162.77588899999995,Four-Door Car,Medsize
IA,525.9444853,Basic,College,Employed,F,61146,Urban,Married,65,7,68,0,6,Personal L3,Hail,Branch,273.018929,Four-Door Car,Medsize
OK,785.4771821,Basic,High School or Below,Employed,M,36409,Suburban,Married,66,26,33,0,2,Personal L3,Collision,Branch,316.8,Four-Door Car,Small
NE,643.897103,Extended,Bachelor,Employed,F,90035,Rural,Married,80,28,38,0,3,Personal L3,Hail,Call Center,141.628547,Four-Door Car,Medsize
MO,1163.357855,Extended,Bachelor,Employed,F,39669,Suburban,Married,98,13,63,0,2,Personal L3,Hail,Agent,492.935479,Two-Door Car,Small
NE,244.2422113,Basic,Master,Employed,F,57963,Rural,Divorced,61,11,63,0,1,Personal L3,Hail,Web,42.160829,Four-Door Car,Medsize
KS,1402.435839,Premium,High School or Below,Employed,F,81872,Rural,Married,115,10,55,0,2,Personal L3,Hail,Web,256.43803,Four-Door Car,Medsize
MO,249.1257604,Basic,High School or Below,Medical Leave,F,25965,Suburban,Divorced,65,23,27,0,1,Personal L3,Collision,Agent,329.206567,Four-Door Car,Medsize
NE,341.0199334,Extended,High School or Below,Employed,F,59662,Rural,Married,85,6,76,0,1,Personal L1,Hail,Web,10.168824,Four-Door Car,Medsize
OK,384.2028065,Premium,College,Disabled,M,27906,Suburban,Divorced,102,5,57,0,1,Personal L3,Hail,Call Center,489.6,Four-Door Car,Medsize
IA,333.9853704,Extended,High School or Below,Employed,F,51032,Urban,Married,83,5,56,0,1,Personal L1,Other,Web,349.954886,Four-Door Car,Medsize
NE,535.8269985000002,Extended,Bachelor,Employed,F,83771,Urban,Married,133,26,18,0,1,Personal L3,Other,Web,482.328161,Sports Car,Medsize
IA,926.8672154,Basic,Bachelor,Employed,F,57052,Urban,Married,115,7,56,1,4,Corporate L3,Scratch/Dent,Agent,483.62724,SUV,Medsize
MO,420.0373728,Premium,Master,Employed,M,51510,Suburban,Divorced,106,11,17,0,1,Personal L2,Hail,Branch,688.547375,Four-Door Car,Medsize
IA,482.95719810000014,Basic,College,Employed,F,34819,Urban,Married,61,0,31,0,6,Corporate L2,Collision,Agent,185.898327,Four-Door Car,Medsize
MO,1424.473069,Extended,Bachelor,Employed,F,31189,Suburban,Single,122,18,10,0,2,Personal L3,Hail,Agent,585.6,Sports Car,Large
MO,409.5201692,Basic,College,Employed,F,32180,Suburban,Married,103,3,28,0,1,Special L2,Scratch/Dent,Call Center,558.835255,Sports Car,Small
MO,3371.88424,Basic,Bachelor,Medical Leave,M,27500,Urban,Divorced,114,25,47,0,2,Corporate L1,Collision,Branch,472.28046100000006,SUV,Large
MO,754.0054749,Extended,College,Employed,F,67018,Rural,Married,94,11,17,0,4,Personal L1,Hail,Agent,104.427573,Four-Door Car,Medsize
NE,282.1002026,Extended,Bachelor,Unemployed,M,0,Suburban,Married,77,32,0,0,1,Corporate L2,Other,Agent,436.369797,Two-Door Car,Medsize
IA,3669.5906270000014,Basic,College,Unemployed,F,0,Suburban,Married,199,7,93,0,2,Personal L3,Collision,Call Center,1062.090461,Luxury SUV,Medsize
MO,1973.134147,Basic,Bachelor,Employed,F,33588,Suburban,Married,62,2,64,0,2,Corporate L3,Collision,Agent,419.921897,Four-Door Car,Medsize
IA,668.5069081,Extended,Doctor,Employed,M,56270,Suburban,Married,83,23,2,0,4,Personal L2,Hail,Branch,398.4,Four-Door Car,Medsize
NE,840.8317401,Basic,College,Employed,M,82800,Suburban,Married,70,12,94,0,2,Corporate L3,Collision,Agent,442.194796,Four-Door Car,Medsize
NE,737.158568,Basic,College,Unemployed,F,0,Suburban,Divorced,68,2,70,0,2,Personal L1,Scratch/Dent,Agent,425.137341,Four-Door Car,Medsize
IA,474.2106389,Premium,High School or Below,Employed,M,63891,Rural,Married,119,13,13,0,1,Corporate L3,Other,Agent,7.651121000000002,Two-Door Car,Medsize
KS,1586.5166,Extended,Master,Employed,F,43946,Urban,Divorced,133,13,83,0,2,Corporate L2,Hail,Call Center,415.98615,Sports Car,Medsize
KS,539.6311664,Basic,Bachelor,Employed,M,62039,Urban,Married,68,8,30,1,8,Personal L2,Scratch/Dent,Call Center,265.877583,Four-Door Car,Medsize
IA,433.038602,Premium,College,Employed,M,60475,Suburban,Married,107,9,18,0,1,Personal L3,Hail,Branch,513.6,Four-Door Car,Medsize
OK,570.8024307999998,Basic,High School or Below,Employed,F,70279,Urban,Single,71,17,25,0,7,Special L3,Other,Call Center,331.231484,Four-Door Car,Medsize
IA,350.0855508,Extended,High School or Below,Unemployed,F,0,Suburban,Married,93,4,63,0,1,Personal L2,Other,Branch,446.4,Two-Door Car,Small
IA,391.9366722,Extended,High School or Below,Employed,F,66676,Suburban,Married,97,0,40,0,1,Personal L1,Scratch/Dent,Agent,558.099357,Four-Door Car,Small
NE,291.0317298,Extended,High School or Below,Medical Leave,M,12048,Suburban,Married,77,6,46,0,1,Corporate L1,Hail,Agent,369.6,Four-Door Car,Large
NE,482.777681,Basic,College,Unemployed,F,0,Suburban,Single,68,29,91,0,6,Personal L3,Collision,Branch,326.4,Four-Door Car,Medsize
NE,481.1740943,Basic,College,Unemployed,F,0,Suburban,Single,68,34,37,0,6,Personal L2,Collision,Web,619.07199,Two-Door Car,Small
MO,783.4151482000002,Extended,Master,Employed,F,36094,Urban,Married,99,28,50,1,5,Personal L1,Hail,Branch,456.50357,Two-Door Car,Medsize
NE,1466.623121,Basic,Bachelor,Unemployed,M,0,Suburban,Single,61,0,31,0,2,Corporate L2,Collision,Branch,439.2,Four-Door Car,Small
KS,719.9645715,Extended,College,Employed,F,63328,Suburban,Married,89,19,19,0,9,Personal L2,Hail,Web,427.2,Two-Door Car,Medsize
OK,391.4719645,Basic,High School or Below,Unemployed,M,0,Suburban,Single,112,6,0,0,1,Corporate L1,Collision,Call Center,587.861936,Sports Car,Medsize
KS,947.0273932,Premium,High School or Below,Employed,F,36121,Suburban,Married,118,7,91,0,4,Personal L3,Scratch/Dent,Call Center,1107.145019,Four-Door Car,Small
MO,547.9555081,Basic,Master,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal L3,Collision,Branch,326.4,Four-Door Car,Small
NE,248.8241391,Basic,High School or Below,Employed,F,48597,Urban,Single,71,12,63,5,1,Corporate L3,Other,Agent,305.697525,Four-Door Car,Medsize
MO,588.6615741,Extended,High School or Below,Unemployed,F,0,Suburban,Single,81,21,37,0,4,Personal L2,Collision,Branch,583.2,Four-Door Car,Small
IA,840.6385413999999,Basic,College,Employed,F,42540,Rural,Married,70,15,52,0,2,Personal L1,Collision,Agent,43.548973,Four-Door Car,Medsize
MO,868.5915289999998,Basic,College,Employed,M,87544,Suburban,Married,109,28,92,1,3,Corporate L1,Hail,Branch,523.2,SUV,Small
OK,2503.037545,Extended,High School or Below,Employed,M,26292,Suburban,Married,80,1,81,2,2,Personal L3,Scratch/Dent,Agent,384.0,Two-Door Car,Medsize
MO,1782.256375,Extended,High School or Below,Employed,F,42696,Suburban,Single,228,17,50,0,9,Personal L2,Scratch/Dent,Call Center,1273.741085,Luxury Car,Small
OK,279.8679988,Basic,College,Employed,M,88009,Urban,Single,71,29,21,0,1,Corporate L2,Collision,Branch,266.52482000000003,Two-Door Car,Medsize
KS,328.86575,Extended,College,Unemployed,M,0,Suburban,Single,97,27,17,0,1,Personal L2,Hail,Call Center,1026.315988,Four-Door Car,Medsize
KS,200.4350666,Basic,College,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Corporate L3,Collision,Branch,316.8,Four-Door Car,Small
IA,1373.61325,Premium,Master,Disabled,F,16181,Suburban,Divorced,181,22,79,0,8,Personal L3,Collision,Web,1261.319869,SUV,Medsize
IA,441.165582,Basic,College,Unemployed,M,0,Suburban,Single,62,20,88,0,6,Personal L3,Collision,Call Center,446.4,Two-Door Car,Medsize
NE,539.2440611000002,Extended,Bachelor,Employed,F,75438,Urban,Single,136,11,97,0,1,Personal L3,Collision,Call Center,438.480672,SUV,Medsize
IA,256.15769240000003,Basic,High School or Below,Unemployed,F,0,Suburban,Single,73,25,5,0,1,Corporate L1,Hail,Branch,842.8760800000001,Two-Door Car,Medsize
IA,605.707208,Extended,Bachelor,Retired,M,27681,Suburban,Married,83,13,62,0,9,Corporate L3,Hail,Agent,398.4,Two-Door Car,Medsize
NE,2225.669368,Premium,Bachelor,Disabled,F,23444,Suburban,Married,196,7,62,0,2,Corporate L3,Collision,Call Center,940.8,SUV,Medsize
KS,269.3530229,Basic,Master,Employed,F,63684,Suburban,Single,68,6,87,0,1,Personal L3,Hail,Agent,343.889585,Two-Door Car,Medsize
IA,429.66041280000013,Basic,College,Employed,F,61737,Urban,Married,107,21,65,0,1,Personal L3,Collision,Branch,495.670802,Sports Car,Medsize
MO,1162.482149,Premium,High School or Below,Unemployed,M,0,Suburban,Single,113,32,66,0,2,Personal L3,Collision,Agent,813.6,Four-Door Car,Medsize
IA,874.9496793,Premium,Bachelor,Employed,M,52373,Rural,Divorced,111,2,37,0,9,Personal L3,Collision,Web,186.160527,Four-Door Car,Medsize
IA,315.5911309,Extended,Bachelor,Employed,M,58213,Rural,Married,79,22,50,0,1,Personal L3,Collision,Agent,39.714767,Four-Door Car,Medsize
MO,331.7904817,Extended,High School or Below,Employed,M,74142,Suburban,Married,83,24,60,0,1,Personal L3,Other,Branch,398.4,Two-Door Car,Medsize
OK,782.1188278,Premium,High School or Below,Unemployed,F,0,Suburban,Single,109,31,74,0,3,Personal L2,Hail,Call Center,784.8,Four-Door Car,Medsize
KS,424.0925575,Premium,College,Employed,M,49746,Suburban,Married,111,4,85,3,1,Corporate L2,Collision,Agent,589.298521,Four-Door Car,Medsize
MO,899.2779137,Extended,High School or Below,Unemployed,F,0,Suburban,Single,129,13,4,0,7,Personal L1,Collision,Call Center,1059.572464,SUV,Medsize
IA,730.4155450000002,Premium,Bachelor,Unemployed,M,0,Suburban,Divorced,104,35,79,0,3,Personal L2,Collision,Agent,499.2,Four-Door Car,Medsize
NE,521.7513286999998,Basic,Bachelor,Employed,F,39854,Urban,Divorced,66,6,4,0,7,Personal L2,Hail,Web,261.930545,Two-Door Car,Medsize
OK,272.5356404,Basic,Master,Employed,F,36650,Rural,Married,69,2,70,1,1,Corporate L3,Hail,Web,56.60333000000001,Four-Door Car,Large
MO,1856.950063,Extended,High School or Below,Employed,F,32756,Urban,Married,93,18,67,0,2,Personal L3,Collision,Agent,381.118731,Two-Door Car,Medsize
OK,998.5366015,Extended,College,Employed,M,36268,Suburban,Single,86,2,22,1,2,Personal L3,Hail,Agent,531.164627,Four-Door Car,Small
IA,825.7666512,Basic,Bachelor,Disabled,F,23815,Suburban,Married,73,4,47,0,2,Personal L3,Hail,Call Center,424.330166,Four-Door Car,Medsize
NE,800.2308333,Basic,College,Unemployed,F,0,Suburban,Married,107,3,65,0,3,Corporate L3,Collision,Agent,513.6,SUV,Medsize
OK,589.7745369,Basic,High School or Below,Employed,M,39188,Suburban,Divorced,74,9,2,0,3,Personal L3,Scratch/Dent,Web,355.2,Four-Door Car,Medsize
OK,468.6469674,Basic,College,Employed,M,58089,Suburban,Married,118,31,83,0,1,Personal L3,Collision,Agent,566.4,SUV,Medsize
IA,594.307303,Basic,High School or Below,Employed,F,62120,Rural,Married,74,5,39,0,8,Corporate L3,Other,Agent,28.31732,Four-Door Car,Medsize
IA,264.8471057,Basic,High School or Below,Disabled,F,26540,Suburban,Married,69,15,4,0,1,Personal L2,Hail,Branch,378.432035,Four-Door Car,Medsize
MO,465.0063763,Basic,College,Retired,M,28215,Suburban,Single,65,15,26,0,3,Personal L3,Collision,Agent,468.0,Two-Door Car,Medsize
OK,4485.611397,Extended,Doctor,Employed,F,61675,Urban,Married,123,35,54,0,2,Corporate L1,Collision,Call Center,482.550044,SUV,Medsize
MO,2657.0343350000007,Basic,Master,Unemployed,M,0,Suburban,Married,100,16,36,0,2,Personal L3,Collision,Agent,480.0,Sports Car,Large
OK,295.1294057,Basic,College,Employed,F,69600,Urban,Married,74,35,28,0,1,Personal L1,Hail,Web,341.396161,Four-Door Car,Small
MO,246.4510412,Basic,College,Employed,F,40982,Rural,Married,62,6,88,0,1,Corporate L1,Collision,Web,106.665934,Four-Door Car,Medsize
IA,555.5830205,Basic,Bachelor,Employed,M,74015,Suburban,Single,72,12,61,0,6,Personal L3,Hail,Call Center,471.443077,Four-Door Car,Small
MO,319.9703983,Extended,High School or Below,Unemployed,M,0,Suburban,Single,94,6,61,0,1,Personal L3,Collision,Agent,1121.876091,Two-Door Car,Large
IA,277.63178839999995,Extended,Bachelor,Unemployed,F,0,Suburban,Single,79,28,94,0,1,Personal L2,Collision,Branch,509.02810199999993,Four-Door Car,Medsize
NE,1635.531386,Premium,College,Medical Leave,M,29439,Suburban,Divorced,146,4,10,0,2,Personal L3,Collision,Call Center,700.8,SUV,Large
IA,732.9889139,Basic,College,Unemployed,M,0,Suburban,Single,108,26,94,0,4,Personal L1,Collision,Branch,518.4,Sports Car,Small
NE,555.5830205,Basic,Bachelor,Employed,M,74015,Suburban,Single,72,12,61,0,6,Personal L1,Hail,Call Center,471.443077,Four-Door Car,Small
NE,638.3482152,Extended,College,Employed,F,67881,Suburban,Married,79,6,70,0,4,Personal L2,Scratch/Dent,Branch,391.039166,Two-Door Car,Medsize
OK,775.8588506,Extended,High School or Below,Employed,F,96162,Urban,Single,97,9,91,0,4,Corporate L3,Hail,Agent,376.569009,Four-Door Car,Small
MO,1493.209982,Basic,College,Employed,F,39049,Urban,Married,63,30,34,0,2,Personal L2,Hail,Agent,294.75626,Two-Door Car,Medsize
IA,804.7410936000001,Basic,Doctor,Disabled,M,29808,Rural,Married,105,18,38,1,3,Personal L1,Collision,Call Center,52.456587,SUV,Medsize
MO,1086.1515,Extended,Master,Employed,F,65727,Urban,Married,134,14,15,0,6,Corporate L2,Collision,Agent,363.995013,SUV,Medsize
KS,219.5295372,Basic,High School or Below,Unemployed,F,0,Suburban,Single,62,30,29,1,1,Personal L2,Collision,Web,446.4,Four-Door Car,Large
MO,239.7036098,Basic,High School or Below,Retired,F,22283,Suburban,Divorced,65,16,93,0,1,Corporate L3,Collision,Branch,572.072106,Four-Door Car,Medsize
KS,407.0045873,Basic,College,Employed,F,37435,Urban,Single,105,3,22,0,1,Personal L3,Scratch/Dent,Branch,314.4415850000001,SUV,Medsize
IA,557.8522347999998,Basic,College,Employed,M,27756,Suburban,Married,71,6,52,0,8,Corporate L3,Collision,Agent,735.733206,Two-Door Car,Small
NE,813.9525579,Basic,High School or Below,Employed,M,86876,Rural,Married,68,9,3,0,2,Personal L3,Other,Call Center,118.810361,Four-Door Car,Medsize
MO,744.4939419,Premium,Bachelor,Unemployed,M,0,Suburban,Single,114,21,41,0,4,Personal L2,Collision,Branch,863.861736,Four-Door Car,Medsize
MO,729.5332712000002,Extended,High School or Below,Employed,F,34062,Suburban,Married,91,23,51,0,3,Corporate L3,Scratch/Dent,Agent,603.350571,Four-Door Car,Medsize
IA,532.5724541000002,Basic,High School or Below,Unemployed,M,0,Suburban,Married,73,17,44,0,7,Personal L3,Hail,Call Center,496.474767,Two-Door Car,Medsize
KS,244.2212317,Basic,College,Unemployed,F,0,Suburban,Single,69,7,10,0,1,Corporate L1,Collision,Branch,331.2,Four-Door Car,Large
NE,1030.765258,Extended,College,Employed,F,78358,Suburban,Married,128,6,75,0,3,Corporate L1,Scratch/Dent,Agent,614.4,SUV,Medsize
MO,246.1797738,Basic,Bachelor,Medical Leave,F,12222,Suburban,Married,67,8,70,1,1,Corporate L3,Scratch/Dent,Agent,321.6,Two-Door Car,Medsize
MO,252.1684392,Basic,Bachelor,Employed,F,41247,Suburban,Divorced,64,17,6,0,1,Personal L3,Other,Web,307.2,Two-Door Car,Large
MO,2546.482059,Extended,College,Retired,F,13663,Suburban,Single,97,1,66,0,2,Corporate L1,Collision,Branch,465.6,Four-Door Car,Small
OK,282.2591481,Basic,College,Disabled,F,25531,Suburban,Married,74,27,52,0,1,Personal L3,Collision,Agent,355.2,Two-Door Car,Small
OK,581.1996703,Basic,College,Employed,M,58643,Urban,Divorced,74,33,58,0,3,Personal L1,Scratch/Dent,Agent,329.46648,Four-Door Car,Medsize
IA,2185.034627,Basic,Bachelor,Employed,M,48107,Suburban,Divorced,190,6,34,2,2,Corporate L2,Collision,Call Center,912.0,Luxury SUV,Small
KS,932.0240511,Premium,Bachelor,Medical Leave,F,18643,Suburban,Married,119,34,41,0,5,Corporate L2,Collision,Agent,571.2,Four-Door Car,Medsize
OK,2230.5323510000007,Premium,College,Unemployed,F,0,Urban,Married,102,13,89,0,2,Personal L2,Other,Agent,401.528957,Two-Door Car,Medsize
IA,2211.881261,Basic,Master,Employed,M,58645,Urban,Married,110,15,44,0,2,Personal L2,Hail,Agent,427.723646,SUV,Medsize
IA,721.816275,Premium,Bachelor,Employed,F,95058,Rural,Married,177,11,90,0,1,Personal L3,Hail,Agent,89.712324,SUV,Small
KS,611.7034997000002,Extended,Bachelor,Unemployed,F,0,Suburban,Single,87,16,83,0,8,Corporate L3,Scratch/Dent,Agent,1032.609293,Four-Door Car,Medsize
IA,488.2289803000001,Basic,High School or Below,Medical Leave,F,19715,Suburban,Married,66,25,11,4,5,Personal L3,Collision,Web,475.2,Four-Door Car,Small
OK,267.407551,Basic,Master,Employed,F,68787,Rural,Married,66,7,64,0,1,Personal L3,Other,Call Center,105.379402,Four-Door Car,Medsize
OK,772.4678387,Basic,Bachelor,Employed,M,29056,Suburban,Married,66,19,2,0,2,Personal L3,Hail,Branch,355.531267,Two-Door Car,Medsize
IA,470.8203284,Basic,College,Employed,F,47829,Suburban,Married,117,23,37,1,1,Personal L3,Scratch/Dent,Call Center,561.6,SUV,Medsize
NE,444.7423455,Premium,Bachelor,Disabled,F,13128,Suburban,Married,118,11,21,0,1,Personal L1,Other,Call Center,771.878514,Four-Door Car,Medsize
MO,482.3558028,Extended,College,Employed,F,58946,Urban,Married,121,5,87,0,1,Personal L3,Collision,Agent,486.720776,SUV,Medsize
IA,542.0361822000001,Basic,College,Employed,M,31614,Urban,Single,71,26,69,0,4,Personal L3,Hail,Branch,234.683628,Four-Door Car,Medsize
MO,758.3141211,Basic,Bachelor,Employed,F,44667,Urban,Single,65,25,53,0,2,Personal L2,Collision,Web,245.661376,Four-Door Car,Medsize
IA,385.2425156000001,Premium,College,Unemployed,M,0,Suburban,Single,111,33,76,0,1,Personal L3,Scratch/Dent,Agent,937.824847,Four-Door Car,Small
MO,764.7451823,Basic,High School or Below,Employed,M,91512,Suburban,Married,189,6,86,0,1,Personal L3,Scratch/Dent,Branch,907.2,Luxury Car,Medsize
IA,522.968034,Basic,High School or Below,Medical Leave,F,26540,Suburban,Divorced,69,13,65,1,5,Personal L1,Hail,Call Center,331.2,Four-Door Car,Medsize
IA,361.4078436,Basic,Bachelor,Unemployed,M,0,Suburban,Single,103,35,76,0,1,Personal L2,Collision,Agent,741.6,SUV,Medsize
OK,285.3512645,Basic,High School or Below,Employed,M,38798,Urban,Married,72,24,48,0,1,Personal L3,Hail,Web,332.945455,Four-Door Car,Medsize
IA,854.3325538999999,Basic,Bachelor,Unemployed,F,0,Suburban,Married,117,0,6,0,4,Personal L3,Collision,Call Center,561.6,Sports Car,Medsize
IA,515.0416511,Basic,Bachelor,Employed,F,65629,Rural,Married,64,21,28,0,3,Personal L3,Other,Call Center,89.411365,Four-Door Car,Large
OK,872.3667123,Basic,Master,Employed,F,33291,Rural,Married,73,30,2,1,2,Personal L3,Collision,Agent,172.22616499999995,Four-Door Car,Medsize
MO,1647.747799,Extended,College,Employed,F,57264,Rural,Divorced,84,0,30,1,2,Personal L3,Collision,Branch,129.249842,Four-Door Car,Medsize
MO,2633.858626,Basic,Bachelor,Employed,F,60970,Rural,Divorced,110,20,10,0,2,Personal L3,Collision,Agent,94.496547,SUV,Medsize
IA,424.4470352,Basic,College,Employed,M,34220,Suburban,Married,109,23,71,1,1,Corporate L3,Hail,Branch,523.2,SUV,Medsize
NE,575.7442258,Basic,Master,Employed,M,88997,Rural,Divorced,72,9,71,0,3,Personal L3,Hail,Branch,174.041566,Four-Door Car,Small
NE,482.6831451000001,Basic,Doctor,Medical Leave,M,18779,Urban,Married,63,10,65,0,4,Personal L3,Scratch/Dent,Agent,215.255721,Four-Door Car,Large
IA,809.287696,Basic,College,Employed,M,50825,Urban,Married,102,3,46,0,3,Corporate L3,Collision,Agent,369.614729,SUV,Medsize
NE,301.1270628,Extended,High School or Below,Unemployed,M,0,Suburban,Single,86,18,41,0,1,Personal L3,Collision,Web,569.1304230000002,Four-Door Car,Medsize
MO,866.3919296,Basic,High School or Below,Employed,F,29218,Suburban,Married,72,33,40,0,2,Personal L1,Scratch/Dent,Agent,502.369442,Four-Door Car,Medsize
MO,247.1528431,Basic,High School or Below,Employed,M,95697,Rural,Married,61,16,55,0,1,Special L3,Hail,Agent,114.273025,Two-Door Car,Medsize
IA,562.7297887,Basic,Doctor,Employed,F,61486,Urban,Married,70,2,65,0,3,Personal L3,Hail,Call Center,334.13351,Two-Door Car,Medsize
NE,749.4087341,Basic,Bachelor,Unemployed,F,0,Suburban,Married,68,6,25,0,2,Personal L3,Scratch/Dent,Call Center,326.4,Four-Door Car,Medsize
IA,545.2625449,Basic,Bachelor,Disabled,F,17723,Suburban,Married,72,3,40,0,3,Personal L3,Collision,Agent,345.6,Two-Door Car,Medsize
MO,259.2437797,Basic,High School or Below,Employed,M,72421,Suburban,Married,65,8,23,0,1,Personal L2,Hail,Call Center,312.0,Four-Door Car,Small
MO,672.1893742999998,Extended,College,Employed,F,36510,Urban,Married,84,10,36,0,6,Personal L3,Collision,Call Center,286.781601,Four-Door Car,Medsize
IA,550.0576161,Basic,Bachelor,Employed,M,35396,Suburban,Divorced,70,32,12,0,3,Personal L3,Other,Call Center,336.0,Two-Door Car,Medsize
IA,255.06590530000003,Basic,College,Employed,F,69230,Urban,Married,63,31,13,0,1,Special L2,Scratch/Dent,Agent,283.241868,Four-Door Car,Medsize
KS,777.1582097,Premium,Master,Employed,F,28054,Urban,Married,195,1,63,1,1,Corporate L1,Scratch/Dent,Agent,571.6632559999998,SUV,Medsize
MO,423.6301454,Premium,College,Medical Leave,F,25866,Suburban,Married,109,20,56,0,1,Personal L2,Collision,Agent,523.2,Four-Door Car,Small
IA,902.5067525,Premium,Bachelor,Medical Leave,F,23675,Suburban,Married,117,4,31,0,7,Personal L2,Collision,Branch,707.925645,Four-Door Car,Medsize
MO,261.5911934,Basic,Master,Unemployed,M,0,Suburban,Married,71,22,45,0,1,Personal L1,Hail,Agent,340.8,Two-Door Car,Medsize
